Entry,Pfam
Q8NFG4,PF16692
Q8NEA9,PF00651
P35575,PF01569
Q5VZ89,PF03455
Q5VZ89,PF02141
Q5VZ89,PF03456
Q9BT23,PF00412
P38919,PF00270
P38919,PF00271
A6NNB3,PF04505
Q9UPT6,PF16471
Q9UPT6,PF09744
P46013,PF00498
P46013,PF08065
P46013,PF15276
Q14814,PF12347
Q14814,PF00319
O15063,PF15923
P14778,PF13895
P14778,PF18452
P14778,PF01582
Q701N2,PF13885
P09601,PF01126
Q9NPA1,PF03185
Q14721,PF02214
Q14721,PF00520
Q14721,PF03521
Q8IUE6,PF00125
Q8IUE6,PF16211
Q7L7L0,PF00125
Q7L7L0,PF16211
Q9Y6H6,PF02060
Q5VW32,PF03097
A6NI56,PF15450
Q6V702,PF14713
Q7Z6A9,PF00047
P0C7T5,PF08517
Q07021,PF02330
O60359,PF00822
Q9UKP5,PF17771
Q9UKP5,PF05986
Q9UKP5,PF01562
Q9UKP5,PF08686
Q9UKP5,PF01421
Q9UKP5,PF00090
Q8NDY3,PF03747
Q96Q27,PF12796
Q96Q27,PF13606
Q96Q27,PF07525
Q5VU69,PF15104
Q8WV93,PF03969
O15169,PF16646
O15169,PF08833
O15169,PF00778
O15169,PF00615
Q8NDD1,PF15375
Q5VTM2,PF01412
P06127,PF00530
Q8IZF4,PF00002
Q8IZF4,PF01825
P51572,PF05529
P51572,PF18035
P41240,PF07714
P41240,PF00017
P41240,PF00018
Q9BXS5,PF00928
P11802,PF00069
P06493,PF00069
Q9H078,PF07724
Q9H078,PF12796
Q9H078,PF10431
P23946,PF00089
O00213,PF00640
O00213,PF00397
Q9UM13,PF03256
Q9Y2V2,PF00313
Q9Y5I7,PF00822
Q5VUR7,PF12796
Q5VUR7,PF14915
Q01433,PF00962
Q9UKV3,PF16294
Q9UKV3,PF02037
Q6Q4G3,PF11838
Q6Q4G3,PF01433
O14757,PF00069
Q96QF7,PF10263
Q96HD1,PF11938
Q96HD1,PF07645
P21399,PF00330
P21399,PF00694
Q53FZ2,PF00501
Q53FZ2,PF13193
Q9NUZ1,PF01756
Q9NUZ1,PF00441
Q9NUZ1,PF02770
P31937,PF14833
P31937,PF03446
Q7Z5R6,PF00169
Q7Z5R6,PF00788
Q5VST6,PF12146
O43827,PF00147
Q8IV38,PF12796
Q8IV38,PF01753
O14672,PF00200
O14672,PF01562
Q8WWZ4,PF00005
Q8N9B4,PF12796
Q9NUQ8,PF00005
Q9NUQ8,PF12848
Q9BR61,PF00887
Q9BR61,PF12796
P51452,PF00782
Q86YD7,PF15288
P0C5J1,PF14904
P0C5J1,PF10294
Q16829,PF00782
Q16829,PF00581
Q96BH3,PF00040
Q9Y3I1,PF12937
Q9Y3I1,PF11566
P55899,PF07654
P55899,PF00129
Q9Y4L1,PF00012
Q9BSH5,PF13419
Q9Y287,PF04089
P11226,PF01391
P11226,PF00059
Q09328,PF15027
Q09328,PF15024
Q10469,PF05060
P35475,PF01229
P0CG04,PF07654
Q9H2S9,PF00096
Q9UHD0,PF00726
Q5PSV4,PF08598
P24311,PF05392
Q9H0W5,PF14893
Q86Z23,PF00386
O75973,PF00386
O75973,PF01391
P51671,PF00048
P11766,PF08240
P11766,PF00107
Q6P575,PF02837
Q9NRR3,PF00786
Q9UBB4,PF09759
O95376,PF01485
P32238,PF00001
P32238,PF09193
Q16589,PF00134
P51946,PF16899
P51946,PF00134
Q9NVT9,PF00514
Q96BM9,PF00025
Q96S94,PF02984
Q96S94,PF00134
A6NJJ6,PF11771
Q6UUV9,PF12886
Q6UUV9,PF12885
Q6UUV9,PF12884
Q9Y5Z6,PF01762
P12644,PF00019
P12644,PF00688
P61803,PF02109
Q6P5X5,PF11326
P52797,PF00812
Q5JVL4,PF06565
P52799,PF00812
P35453,PF00046
P35453,PF12284
Q96M11,PF15311
P53990,PF03398
Q9H008,PF13344
Q14728,PF07690
Q7Z7J7,PF10242
Q6ZNC8,PF03062
Q9GZV4,PF01287
P56537,PF01912
O43513,PF05983
Q6UXB1,PF14653
Q02078,PF12347
Q02078,PF00319
Q8WWZ1,PF00340
P0CF74,PF07654
P30740,PF00079
Q9H0C8,PF00481
Q8N6Q8,PF13679
Q9H8H3,PF08241
Q13571,PF03821
Q15751,PF00632
Q15751,PF00415
Q15751,PF00622
Q15751,PF00400
Q9UII4,PF00632
Q9UII4,PF00415
Q14469,PF07527
Q14469,PF00010
P23352,PF17869
P23352,PF00041
P23352,PF00095
Q30201,PF07654
Q30201,PF00129
P31323,PF00027
P31323,PF02197
Q9BPX6,PF13202
Q53QV2,PF15317
Q00266,PF02773
Q00266,PF02772
Q00266,PF00438
P04196,PF00031
A8K0S8,PF05920
A8K0S8,PF16493
Q8TD94,PF00096
P35367,PF00001
P18428,PF01273
P18428,PF02886
Q9UIH9,PF00096
Q13351,PF16832
Q13351,PF16833
Q13351,PF00096
Q504T8,PF00240
Q92794,PF01853
Q92794,PF00628
Q92794,PF17772
P23083,PF07686
L0R8F8,PF05347
A0A0C4DH31,PF07686
O43474,PF00096
Q9Y383,PF03194
P01782,PF07686
A0A0C4DH32,PF07686
Q6NSJ5,PF13855
Q6NSJ5,PF12534
P01768,PF07686
O95232,PF03194
Q9C099,PF12799
P01763,PF07686
A0A0A0MS15,PF07686
A0A075B6Q5,PF07686
P01767,PF07686
A0A0B4J1Y9,PF07686
Q86VQ0,PF15619
O95600,PF00096
P06331,PF07686
Q8N344,PF01448
Q8N344,PF00249
P01824,PF07686
A0A0J9YXX1,PF07686
P0DP08,PF07686
P52895,PF00248
Q17RW2,PF01410
Q17RW2,PF01391
Q17RW2,PF02210
Q6NZI2,PF15237
A6NDU8,PF17716
P40199,PF13895
P40199,PF07686
Q5VT06,PF01302
Q5VT06,PF14309
P18075,PF00019
P18075,PF00688
O75936,PF06155
O75936,PF02668
P51648,PF00171
Q9H0E9,PF00439
P24298,PF00155
P83916,PF00385
P83916,PF01393
A6NNP5,PF15372
Q9UNA0,PF17771
Q9UNA0,PF05986
Q9UNA0,PF01562
Q9UNA0,PF01421
Q9UNA0,PF00090
Q5VV63,PF00431
Q5VV63,PF07974
Q5VV63,PF00059
Q5VV63,PF01437
Q14865,PF01388
Q9P218,PF01391
Q9P218,PF00041
Q9P218,PF00092
Q8WTZ4,PF00194
Q9BTV7,PF00134
Q8TCZ2,PF12301
Q9GZQ3,PF07258
P55289,PF00028
P55289,PF01049
Q9Y2W7,PF13499
O00501,PF00822
A6NJW9,PF07686
Q9BRQ8,PF07992
P0DP24,PF13499
Q5VV42,PF04055
Q5VV42,PF01938
Q5VV42,PF00919
Q92989,PF06807
Q92989,PF16573
Q92989,PF16575
Q02930,PF00170
Q5JWF8,PF00022
P53396,PF16114
P53396,PF00285
P53396,PF02629
P53396,PF00549
P0C7M7,PF00501
P0C7M7,PF13193
Q9BXX2,PF12796
Q9BXX2,PF14915
Q9H6R3,PF16177
Q9H6R3,PF00501
Q9H6R3,PF13193
Q9H7C9,PF04430
Q99798,PF00330
Q99798,PF00694
Q4W5N1,PF00005
Q9HCE9,PF04547
Q8IZP0,PF07815
Q8IZP0,PF00018
A6NC57,PF14915
Q9H222,PF01061
Q9H222,PF00005
P28288,PF06472
P28288,PF00005
P28039,PF00657
P28039,PF03489
O75106,PF01179
O75106,PF02727
O75106,PF02728
Q9NPF8,PF01412
Q9NPF8,PF00169
P07355,PF00191
P08910,PF00561
P21333,PF00307
P21333,PF00630
Q9UGQ2,PF10233
Q96D03,PF07809
Q68DC2,PF12796
Q68DC2,PF00536
A6NNH2,PF15288
Q9NYF3,PF15242
E5RQL4,PF07837
Q12947,PF00250
Q30KP8,PF17333
O14793,PF00019
O14793,PF00688
P19419,PF00178
O00748,PF00135
Q10586,PF07716
O95876,PF11768
Q9UKA2,PF00646
Q9NR20,PF00069
P0CG13,PF09696
Q9BV94,PF01532
O75530,PF00400
Q6PD62,PF13181
Q7Z388,PF10034
Q13217,PF00226
Q13217,PF09976
Q13217,PF13181
Q13619,PF00888
Q13619,PF10557
Q13620,PF00888
Q13620,PF10557
Q9HCG8,PF02847
Q8NDI1,PF00307
Q8NDI1,PF12130
Q8NDI1,PF10358
Q14129,PF07324
Q969M2,PF00029
P00167,PF00173
Q9UPY8,PF00307
Q9UPY8,PF03271
Q9P0N8,PF12906
Q8TCQ1,PF12906
Q5T0T0,PF12906
A6NNE9,PF12906
Q96L34,PF02149
Q96L34,PF00069
Q96L34,PF00627
P05198,PF07541
P05198,PF00575
P0CW23,PF10470
Q8N960,PF00168
Q8N960,PF12416
Q8NFQ6,PF01273
Q8NFQ6,PF02886
Q60I27,PF02493
Q60I27,PF02204
Q8NEM8,PF18027
Q8NEM8,PF00246
A6NI87,PF14645
Q8WZ55,PF15462
Q96G28,PF11527
P41223,PF01125
Q92851,PF01335
Q96N11,PF14964
Q8TDX6,PF05679
O60826,PF05667
P36575,PF02752
P36575,PF00339
Q8TC90,PF15482
Q567U6,PF09762
Q9BXJ5,PF00386
Q9BXJ5,PF01391
Q96IX5,PF14960
P13236,PF00048
Q9Y4X5,PF01485
Q8TE56,PF17771
Q8TE56,PF05986
Q8TE56,PF01562
Q8TE56,PF01421
Q8TE56,PF00090
Q9Y426,PF00168
Q9Y426,PF18696
Q8N3C0,PF00270
Q8N3C0,PF00271
Q8N3C0,PF02889
Q8IVW6,PF01388
P30279,PF02984
P30279,PF00134
C9JSJ3,PF00010
C9JSJ3,PF00505
Q6PIY5,PF17741
Q9HD36,PF00452
O94886,PF14703
O94886,PF02714
O94886,PF13967
P09693,PF16680
P09693,PF02189
Q8WXG9,PF00002
Q8WXG9,PF03160
Q8WXG9,PF03736
Q9HBT6,PF00028
Q9HBT6,PF01049
P31150,PF00996
Q9C0G6,PF12774
Q9C0G6,PF12780
Q9C0G6,PF12781
Q9C0G6,PF17857
Q9C0G6,PF18198
Q9C0G6,PF08393
Q9C0G6,PF17852
Q9C0G6,PF18199
Q9C0G6,PF03028
Q9C0G6,PF12777
P14324,PF00348
Q05BV3,PF12894
Q05BV3,PF03451
Q05BV3,PF00400
Q8NEZ5,PF00646
Q8NEZ5,PF10442
Q9Y297,PF12125
Q9Y297,PF12937
Q9Y297,PF00400
Q86XK2,PF13229
Q86XK2,PF12937
Q86XK2,PF05048
Q86XK2,PF02207
P25090,PF00001
Q8NI29,PF00646
Q8NI29,PF04300
Q9HCC8,PF03009
P12314,PF00047
P12314,PF13895
Q9Y2L6,PF11819
Q9Y2L6,PF09380
Q9Y2L6,PF00373
Q9Y2L6,PF09379
P50402,PF03020
Q9HCS5,PF08736
Q9HCS5,PF09380
Q9HCS5,PF00373
Q9HCS5,PF09379
Q9Y324,PF04900
Q8TEQ6,PF12894
Q8TEQ6,PF00400
Q902F8,PF00517
Q902F8,PF13804
O75420,PF02213
Q8N104,PF13841
Q06265,PF01138
Q06265,PF03725
O43826,PF07690
Q9NS71,PF04089
Q86XP6,PF04089
P50150,PF00631
Q92915,PF00167
O75879,PF02934
O75879,PF02637
Q9UKR5,PF03694
Q9BQA9,PF15169
A0A1B0GTU2,PF11057
Q86YJ5,PF12906
A8MPP1,PF06733
A8MPP1,PF13307
P25686,PF00226
Q8WXX5,PF00226
Q9H467,PF02845
Q14999,PF03256
Q14999,PF11515
Q14999,PF00888
P08174,PF00084
P14854,PF02297
P49682,PF00001
O43169,PF00173
Q9P2E8,PF12906
Q9H992,PF12906
Q12794,PF01630
Q9H825,PF13649
Q2M3T9,PF01630
Q8TCB7,PF08242
P27448,PF02149
P27448,PF00069
P27448,PF00627
Q9H1A3,PF05219
Q86SQ4,PF00002
Q86SQ4,PF00431
Q86SQ4,PF01825
Q86SQ4,PF00354
Q6RUI8,PF17687
Q96JK2,PF00400
Q96LA6,PF13895
Q96LA6,PF17736
Q6P158,PF00270
Q6P158,PF04408
Q6P158,PF00271
Q6P158,PF07717
Q6P158,PF05773
Q6P158,PF18044
Q6ZMI3,PF01391
Q6ZMI3,PF02191
Q9H0R5,PF02263
Q9H0R5,PF02841
P31644,PF02931
P31644,PF02932
Q9Y3R5,PF04118
Q9UBX3,PF00153
P34059,PF00884
Q5UAW9,PF00002
Q0P6D2,PF12260
Q0P6D2,PF14875
Q9H7Y0,PF12260
Q8TDT2,PF00001
Q8TE85,PF04516
O14626,PF00001
P63211,PF00631
Q9P265,PF00501
Q9P265,PF06464
Q9BVM2,PF14913
Q9Y2E4,PF00501
Q9Y2E4,PF06464
P07902,PF02744
P07902,PF01087
Q9NY28,PF00535
Q9NY28,PF00652
Q04446,PF00128
Q04446,PF02806
Q04446,PF02922
Q13003,PF01094
Q13003,PF00060
Q13003,PF10613
Q8IWT3,PF03256
Q8IWT3,PF11515
Q8IWT3,PF00888
Q8IWT3,PF01485
P16422,PF18635
P16422,PF00086
P30793,PF01227
Q6ZVF9,PF15235
O60318,PF16766
O60318,PF16769
O60318,PF16768
O60318,PF03399
P32298,PF00069
P32298,PF00615
P29320,PF14575
P29320,PF01404
P29320,PF07699
P29320,PF00041
P29320,PF07714
P29320,PF07647
Q8IUY3,PF02893
Q9NY12,PF04410
Q9HC44,PF15337
O95267,PF00130
O95267,PF00617
O95267,PF00618
P09341,PF00048
Q9P2X0,PF08285
P78333,PF01153
Q9NVH1,PF00226
Q9NVH1,PF11875
Q8N335,PF07479
Q8N335,PF01210
Q6ZNI0,PF02485
P15976,PF00320
P18146,PF11914
P18146,PF11928
P18146,PF00096
Q9UBT3,PF04706
Q9UBT3,PF06607
P04150,PF02155
P04150,PF00104
P04150,PF00105
P11161,PF11928
P11161,PF00096
Q9BZE0,PF00096
O76075,PF02017
O76075,PF09230
O00548,PF01414
O00548,PF00008
O00548,PF12661
O00548,PF07657
P23434,PF01597
Q9NP97,PF03259
Q9NR61,PF01414
Q9NR61,PF00008
Q9NR61,PF07657
Q15303,PF00757
Q15303,PF14843
Q15303,PF07714
Q15303,PF01030
A6NN92,PF00029
Q9UI46,PF00400
O43248,PF12045
O43248,PF00046
Q14117,PF01979
Q14195,PF01979
Q12882,PF01180
Q12882,PF14691
Q12882,PF07992
P79483,PF07654
P79483,PF00969
P21728,PF00001
O95995,PF13851
P00156,PF00032
P00156,PF00033
P13639,PF00679
P13639,PF14492
P13639,PF03764
P13639,PF00009
P13639,PF03144
Q86UP6,PF00431
Q86UP6,PF00100
Q8N3D4,PF00307
Q8N3D4,PF12130
Q8N3D4,PF10358
Q6PEY0,PF00029
A6NEN9,PF15874
Q16655,PF14991
P19367,PF00349
P19367,PF03727
P18564,PF07974
P18564,PF18372
P18564,PF08725
P18564,PF07965
P18564,PF00362
P18564,PF17205
Q96F46,PF16556
Q96F46,PF08357
P42679,PF07714
P42679,PF00017
P42679,PF00018
Q6UY18,PF07679
Q6UY18,PF13855
Q8N9M1,PF17740
Q8WXC6,PF15004
Q8N4T4,PF00621
P22003,PF00019
P22003,PF00688
Q9HD42,PF03357
P30679,PF00503
Q5JWF2,PF00503
O75822,PF08597
Q92904,PF00076
P15090,PF00061
Q8TE68,PF08416
Q8TE68,PF18016
Q8TE68,PF00018
Q9UFH2,PF12774
Q9UFH2,PF12780
Q9UFH2,PF12781
Q9UFH2,PF17857
Q9UFH2,PF18198
Q9UFH2,PF08385
Q9UFH2,PF08393
Q9UFH2,PF17852
Q9UFH2,PF18199
Q9UFH2,PF03028
Q9UFH2,PF12777
P52306,PF00514
Q9NRM1,PF15362
P06734,PF00059
P50549,PF00178
P50549,PF04621
Q96P31,PF00047
Q96P31,PF13895
P0CL81,PF05831
Q2M3D2,PF06046
A6NI86,PF15070
Q5CZC0,PF15783
Q01780,PF01612
Q01780,PF00570
Q01780,PF08066
Q8TED1,PF00255
A6NDN3,PF15070
H3BSY2,PF15070
Q92913,PF00167
Q2TAP0,PF10256
P63130,PF02337
P63130,PF00607
P63130,PF00098
Q01459,PF00704
Q7L591,PF02174
P52951,PF00046
Q01415,PF10509
Q01415,PF08544
Q01415,PF00288
Q9NPR9,PF06814
P51570,PF10509
P51570,PF08544
P51570,PF00288
Q9UPY3,PF03368
Q9UPY3,PF00271
Q9UPY3,PF02170
Q9UPY3,PF04851
Q9UPY3,PF00636
Q10471,PF00535
Q10471,PF00652
Q7Z601,PF00001
Q10472,PF00535
Q10472,PF00652
Q9NPA8,PF10163
P48058,PF01094
P48058,PF00060
P48058,PF10613
P42262,PF01094
P42262,PF00060
P42262,PF10613
Q9HCL2,PF01553
Q53EU6,PF01553
P54753,PF14575
P54753,PF01404
P54753,PF07699
P54753,PF00041
P54753,PF07714
P54753,PF00536
Q9H6B9,PF12697
Q99645,PF13855
Q5T890,PF00271
Q5T890,PF00176
Q5T890,PF14773
Q9Y2H0,PF03359
P56282,PF04042
P56282,PF12213
P06746,PF14792
P06746,PF14791
P06746,PF10391
P06746,PF14716
Q5JQS6,PF15666
P28715,PF00867
P28715,PF00752
P24390,PF00810
O43927,PF00048
O76062,PF01222
A6NFQ7,PF00046
Q96SC8,PF00751
Q96SC8,PF03474
Q5RHP9,PF15257
Q8N907,PF03045
Q6UX65,PF10277
P21918,PF00001
Q9H095,PF00612
Q96AZ1,PF10294
Q4G0P3,PF15780
Q4G0P3,PF17213
Q08334,PF09294
Q08334,PF01108
Q96J02,PF00168
Q96J02,PF00632
Q96J02,PF00397
Q7Z4I7,PF00412
Q9NUK0,PF00642
Q8TDD5,PF08016
O43432,PF02847
O43432,PF02854
O43432,PF02020
Q8IZI9,PF15177
P0DOX3,PF07654
P0DOX3,PF00047
P0DOX3,PF07686
Q13257,PF02301
P55286,PF00028
P55286,PF01049
P04899,PF00503
P15586,PF00884
Q9BYW3,PF13841
Q9NZJ5,PF00069
Q9H9T3,PF00583
Q9H9T3,PF04055
Q9H9T3,PF16199
Q9BQI3,PF00069
Q9GZZ7,PF02351
P41161,PF00178
P41161,PF04621
O00341,PF00375
Q7Z6J4,PF01363
Q7Z6J4,PF00169
Q7Z6J4,PF00621
O00429,PF01031
O00429,PF00350
O00429,PF02212
O00115,PF03265
Q9H6R0,PF00270
Q9H6R0,PF04408
Q9H6R0,PF00271
Q9H6R0,PF07717
Q9Y4D1,PF06367
Q9Y4D1,PF06371
Q9Y4D1,PF02181
O60262,PF00631
Q9GZV9,PF00167
Q5JWR5,PF04118
Q99928,PF02931
Q99928,PF02932
Q14376,PF16363
P18507,PF02931
P18507,PF02932
P54803,PF02057
P54803,PF17387
Q9UKG1,PF00169
Q9UKG1,PF00640
Q14549,PF00046
Q8NGU9,PF00001
Q9UNQ2,PF00398
Q9NS66,PF00001
P42263,PF01094
P42263,PF00060
P42263,PF10613
Q92608,PF06920
Q92608,PF14429
Q92608,PF16172
Q86SF2,PF00535
Q86SF2,PF00652
P07359,PF13855
P07359,PF01462
Q9HCQ5,PF00535
Q9HCQ5,PF00652
O43424,PF01094
O43424,PF00060
O43424,PF10613
Q9H2F5,PF06752
Q9H2F5,PF10513
Q15835,PF00069
Q15835,PF00615
Q9H2C0,PF07707
Q9H2C0,PF00651
Q9H2C0,PF01344
P29317,PF14575
P29317,PF01404
P29317,PF00041
P29317,PF07714
P29317,PF00536
Q96HH9,PF02893
Q15375,PF14575
Q15375,PF01404
Q15375,PF07699
Q15375,PF00041
Q15375,PF07714
Q15375,PF00536
P29322,PF14575
P29322,PF01404
P29322,PF00041
P29322,PF07714
P29322,PF00536
Q14416,PF00003
Q14416,PF01094
Q14416,PF07562
Q9P2K9,PF02460
O95872,PF01585
Q9H2P9,PF00590
O43292,PF04114
Q14831,PF00003
Q14831,PF01094
Q14831,PF07562
Q155Q3,PF00307
Q155Q3,PF00778
P54826,PF02351
Q9H1X3,PF00226
Q9BSJ2,PF04130
Q9BSJ2,PF17681
Q96CW5,PF04130
Q96CW5,PF17681
Q92908,PF00320
Q92908,PF05349
Q9P013,PF04889
Q14565,PF08423
Q9Y282,PF07970
Q9Y282,PF13850
P16410,PF07686
Q9NR50,PF00483
Q6ZPD8,PF03982
P49448,PF00208
P49448,PF02812
Q53GQ0,PF00106
P37058,PF00106
Q9NQX7,PF04089
P32942,PF03921
Q96A46,PF00153
P01889,PF07654
P01889,PF00129
P01889,PF06623
Q86WN2,PF00143
Q8WYK2,PF00170
Q9NWB7,PF10498
Q9NWT6,PF13621
Q9H2X6,PF00069
Q9H422,PF00069
Q04695,PF00038
Q9ULC4,PF17832
Q9ULC4,PF01472
Q8TAD2,PF06083
Q8N187,PF15299
Q17RM4,PF14923
Q9Y672,PF03155
Q8IUF1,PF02492
Q8IUF1,PF07683
O95931,PF17218
O95931,PF00385
Q8N319,PF17704
Q14201,PF07742
P55773,PF00048
P80075,PF00048
Q96G01,PF09730
P08236,PF00703
P08236,PF02836
P08236,PF02837
Q9BV19,PF10504
Q9H2P0,PF00046
Q9NP86,PF13499
D6RIA3,PF15232
Q5H9R4,PF04826
Q5ZPR3,PF07686
Q16548,PF00452
P00966,PF00764
Q13829,PF02214
O94910,PF00002
O94910,PF16489
O94910,PF02140
O94910,PF01825
O94910,PF02793
O94910,PF02354
O94910,PF02191
Q67FW5,PF00535
Q7Z4G1,PF07258
Q6P1J9,PF05179
Q6P1J9,PF16050
Q8NHY0,PF00535
Q8IZF2,PF00002
Q8IZF2,PF01825
Q8IZF2,PF01390
P01732,PF07686
Q9UIF8,PF00439
Q9UIF8,PF02791
Q9UIF8,PF01429
Q9UIF8,PF00628
Q9UIF8,PF15613
Q9NZA1,PF13417
Q9Y6B7,PF01602
Q9Y6B7,PF09066
P50895,PF08205
P50895,PF13895
P50895,PF07686
P19801,PF01179
P19801,PF02727
P19801,PF02728
Q9NRK6,PF00664
Q9NRK6,PF00005
Q96P50,PF01412
Q96P50,PF00169
P11362,PF18123
P11362,PF07679
P11362,PF00047
P11362,PF07714
Q14314,PF00147
Q8IXT1,PF08646
P09769,PF07714
P09769,PF00017
P09769,PF00018
Q9UHI6,PF00270
Q9UHI6,PF00271
Q8N6M3,PF10261
Q11130,PF17039
Q11130,PF00852
Q9GZR7,PF00270
Q9GZR7,PF00271
P51993,PF17039
P51993,PF00852
Q9NUL7,PF00270
Q9NUL7,PF00271
Q9Y6V7,PF00270
Q9Y6V7,PF00271
Q96CP2,PF15423
Q9NY93,PF00270
Q9NY93,PF00271
P51116,PF05641
P51116,PF12235
P51116,PF16096
P51116,PF00013
P51116,PF17904
P51116,PF18336
Q8IY21,PF00270
Q8IY21,PF00271
P62942,PF00254
Q5VWT5,PF14603
P81408,PF04103
P26885,PF00254
Q9H0Q3,PF02038
Q5JX71,PF15206
Q9H479,PF03881
F2Z333,PF17742
Q9Y2H6,PF00041
Q14332,PF01534
Q14332,PF01392
Q8N8J7,PF15378
Q9Y4J8,PF09068
Q9Y4J8,PF09069
Q9Y4J8,PF00569
Q9ULV1,PF01534
Q9ULV1,PF01392
P49356,PF00432
Q9H4E7,PF00169
Q6QHC5,PF00487
Q6QHC5,PF08557
Q96PT4,PF00046
Q8NEG7,PF09794
Q9UER7,PF03344
Q9Y261,PF00250
Q9Y261,PF08430
Q9Y261,PF09354
Q01167,PF00498
Q01167,PF00250
P33402,PF00211
P33402,PF07700
P33402,PF07701
P03372,PF12743
P03372,PF00104
P03372,PF02159
P03372,PF00105
O75923,PF00168
O75923,PF08165
O75923,PF08150
O75923,PF08151
O75923,PF16165
Q902F9,PF00517
Q902F9,PF13804
Q6ZN04,PF00013
P26012,PF07974
P26012,PF00362
P26012,PF17205
O43934,PF05978
P53671,PF00412
P53671,PF00595
P53671,PF07714
Q13099,PF13174
Q13099,PF13181
Q6NYC1,PF02373
Q9UK76,PF17054
Q86T90,PF15369
Q14D04,PF00169
Q969R8,PF15907
Q7Z3Y7,PF00038
P16871,PF00041
P16871,PF18447
Q53HL2,PF10512
Q53HL2,PF10444
Q14444,PF12287
Q14444,PF18293
Q9BXF3,PF00439
O94788,PF00171
P00395,PF00115
Q5SZQ8,PF00076
O60885,PF17035
O60885,PF17105
O60885,PF00439
Q8TDC3,PF00069
Q8TCT0,PF00781
Q8N5B7,PF00046
Q8N5B7,PF03798
Q16568,PF06373
Q2TAA5,PF15924
Q2TAA5,PF00534
O60729,PF00782
O60729,PF14671
P07327,PF08240
P07327,PF00107
P00326,PF08240
P00326,PF00107
Q9Y4X3,PF00048
Q9UKP4,PF17771
Q9UKP4,PF05986
Q9UKP4,PF01562
Q9UKP4,PF01421
Q9UKP4,PF00090
Q8TD31,PF07111
Q6NXE6,PF00514
P55345,PF05175
P55345,PF00018
Q8WWZ7,PF00005
P08195,PF00128
P08195,PF16028
Q9Y3Q7,PF08516
Q9Y3Q7,PF00200
Q9Y3Q7,PF01562
Q9Y3Q7,PF01421
Q9UBJ2,PF06472
Q9UBJ2,PF00005
Q8TF21,PF00023
Q8TF21,PF12796
Q9H013,PF08516
Q9H013,PF00200
Q9H013,PF01562
Q9H013,PF01421
Q09428,PF00664
Q09428,PF00005
Q7Z6V5,PF14437
Q08828,PF16214
Q08828,PF00211
Q7Z695,PF03109
Q96SE0,PF00561
P11310,PF00441
P11310,PF02770
P11310,PF02771
P16219,PF00441
P16219,PF02770
P16219,PF02771
Q8WTU0,PF09668
Q8WTU0,PF00240
Q93063,PF03016
Q93063,PF09258
Q6IB77,PF08444
Q6IB77,PF06021
Q9BX63,PF06733
Q9BX63,PF13307
Q14289,PF00373
Q14289,PF18038
Q14289,PF03623
Q14289,PF07714
Q9ULE3,PF03455
Q9ULE3,PF02141
Q9ULE3,PF03456
O95479,PF02781
O95479,PF00479
O95479,PF01182
O15540,PF00061
P12104,PF00061
Q6PJQ5,PF00250
A6NFH5,PF00061
Q9HAH7,PF15336
Q13409,PF11540
Q13409,PF00400
Q96AY2,PF02732
Q9Y6T7,PF00130
Q9Y6T7,PF14513
Q9Y6T7,PF00609
Q9Y6T7,PF00781
Q9Y6T7,PF13499
Q6YFQ2,PF02297
P80365,PF00106
P49137,PF00069
Q8IW41,PF00069
Q15555,PF00307
Q15555,PF03271
Q9Y4F3,PF11608
Q9Y4F3,PF01936
Q9Y4F3,PF12872
O60337,PF12906
Q9NX47,PF12906
Q12891,PF01630
O43820,PF01630
P78552,PF18001
P78552,PF09240
Q86XN8,PF00013
Q9BQG0,PF04931
P41968,PF00001
P01591,PF15097
Q96QV1,PF03024
Q96QV1,PF07995
P05013,PF00143
Q2LD37,PF10479
Q8NFP4,PF00629
Q6UYE1,PF15760
O60241,PF00002
O60241,PF16489
O60241,PF01825
O60241,PF00090
Q8N6Q3,PF00021
P20963,PF02189
P20963,PF11628
Q8IZL9,PF00069
P59780,PF01217
A6NHQ2,PF01269
P98177,PF00250
P98177,PF16676
Q0VG06,PF15146
Q99988,PF00019
P35556,PF12662
P35556,PF07645
P35556,PF18193
P35556,PF12661
P35556,PF00683
Q9H1M3,PF13841
P42685,PF07714
P42685,PF00017
P42685,PF00018
Q9Y6C2,PF00386
Q9Y6C2,PF01391
Q9Y6C2,PF07546
Q86VI1,PF06046
Q9H8M9,PF14851
Q8N954,PF13821
Q8N954,PF01585
Q8TF64,PF00595
Q99581,PF00178
O60258,PF00167
O75356,PF01150
Q9H5Z1,PF04408
Q9H5Z1,PF00271
Q9H5Z1,PF07717
Q8IYW4,PF01417
Q9HA90,PF15799
P49961,PF01150
O43320,PF00167
Q86XS8,PF02225
Q86XS8,PF13639
P78334,PF02931
P78334,PF02932
P22466,PF01296
P22466,PF06540
O60610,PF06345
O60610,PF06346
O60610,PF06367
O60610,PF06371
O60610,PF02181
O00591,PF02931
O00591,PF02932
Q9Y3E0,PF04178
Q8NFN8,PF00003
Q8N6U8,PF00001
Q86UL3,PF01553
P54762,PF14575
P54762,PF01404
P54762,PF00041
P54762,PF07714
P54762,PF00536
Q9NZD1,PF00003
Q9UBS4,PF00226
Q9UBS4,PF01556
Q14393,PF12662
Q14393,PF07645
Q14393,PF00594
Q14393,PF12661
Q14393,PF00054
Q14393,PF02210
