	entry_ac	architecture
17646	Q9BTE3	PF09739
17647	Q15040	PF02099
17648	O95976	PF07686
17649	A9UHW6	PF02854
17650	P60008	PF00538
17651	A6NCN2	PF00038
17652	Q9BYR8	PF04579
17653	Q52LG2	PF05287
17654	Q8N386	
17655	Q14103	PF00076;PF08143
17656	Q8N6Y2	PF13855
17657	Q16778	PF00125
17658	Q96JQ5	PF04103
17659	Q99683	PF00069;PF13281
17660	Q13233	PF00069
17661	P78411	PF05920
17662	Q9HBK9	PF13847
17663	Q9NY37	PF00858
17664	A1A5D9	
17665	P63261	PF00022
17666	Q5VTE6	PF03372
17667	O95841	PF00147
17668	Q8TDG2	PF00022
17669	Q15389	PF00147
17670	Q92527	PF12796
17671	P14621	PF00708
17672	Q13541	PF05456
17673	Q9NRW3	
17674	Q9HC16	
17675	P78363	PF00005
17676	Q75V66	PF04547;PF16178
17677	Q96J66	PF00005;PF00664
17678	P52209	PF00393;PF03446
17679	O15287	
17680	Q96BQ1	PF15711
17681	Q9HBH1	PF01327
17682	Q8IZU1	
17683	Q92520	PF15711
17684	Q86UY5	PF07894
17685	P11413	PF00479;PF02781
17686	Q8IWF6	PF09794
17687	Q01543	PF00178;PF02198
17688	Q9NVP4	PF12773;PF13287
17689	P15104	PF00120;PF03951
17690	O95073	PF13873
17691	Q66K89	PF00096
17692	P40197	PF13855
17693	Q6UWP2	PF00106
17694	Q4V326	PF05831
17695	P10144	PF00089
17696	Q5JSP0	PF00169;PF00621;PF01363
17697	Q9BTZ2	
17698	P61328	PF00167
17699	Q9NSA1	PF00167
17700	O43598	PF05014
17701	Q9H2U1	PF00270;PF00271;PF04408;PF07717
17702	Q8IVK1	
17703	Q99704	PF00169;PF02174
17704	P09172	PF01082;PF03351;PF03712
17705	Q9UBU2	PF04706
17706	Q6UY11	PF00008;PF12661
17707	Q14534	PF08491
17708	P51397	PF15228
17709	O43310	PF02854
17710	Q14956	PF00801
17711	Q99680	PF00001
17712	Q9P219	PF05622
17713	Q13574	PF00130;PF00609;PF00781;PF12796
17714	Q14152	PF01399
17715	P52803	PF00812
17716	Q969Z3	PF03473;PF03476
17717	P29966	PF02063
17718	Q9BYI3	PF09790
17719	P26010	PF00362;PF07974;PF08725;PF17205
17720	P28290	PF14722;PF14723
17721	P0CW19	PF00412
17722	P47928	PF00010
17723	Q9Y219	PF00008;PF01414;PF07645;PF07657;PF12661
17724	Q99558	PF00069
17725	Q9NP60	PF00047;PF01582;PF13895;PF18452
17726	Q9UJC3	PF05622
17727	Q9NSB8	PF00568
17728	Q9H1K1	PF01592
17729	A6NDP7	PF01284
17730	O15037	PF11977
17731	Q9NWW0	PF15226
17732	Q8WZ33	
17733	Q6ZP29	PF04193
17734	Q96AB3	PF00857
17735	Q86UW8	PF00193;PF07686
17736	P61371	PF00046;PF00412
17737	P43362	PF12440
17738	P10092	PF00214
17739	Q86XJ0	PF14798
17740	P27824	PF00262
17741	P46527	PF02234
17742	Q30KQ1	PF13841
17743	Q8WY07	PF13520;PF13906
17744	Q9UBI6	PF00631
17745	Q9C091	PF15782
17746	O94923	PF06662
17747	O75715	PF00255
17748	Q9H4A6	PF05719
17749	P60520	PF02991
17750	Q9HD26	PF00595
17751	P02728	
17752	Q5T7V8	PF04949
17753	Q8TDU6	PF00001
17754	P07492	PF02044
17755	Q07864	PF00136;PF03104;PF08490
17756	A4D1B5	PF14959
17757	Q96RT1	PF00595;PF13855
17758	P56179	PF00046
17759	P84090	PF01133
17760	Q9Y222	PF00249
17761	A6NGS2	PF15039
17762	O94905	PF01145
17763	O14531	PF01979
17764	P01909	PF00993;PF07654
17765	Q99708	PF08573;PF10482
17766	Q9UNE0	
17767	Q9NQC7	PF00443;PF01302
17768	Q9Y6H8	PF00029
17769	Q8TB33	
17770	Q9H2A7	
17771	Q9P0U4	PF00628;PF02008;PF12269
17772	Q49MG5	
17773	P19256	
17774	O00425	PF00013;PF00076
17775	Q9Y450	PF00009;PF03143;PF03144;PF08938
17776	Q641Q3	
17777	P0DOY5	
17778	Q86YR7	PF00621;PF13716
17779	P42702	PF00041;PF17971;PF18207
17780	Q6IS14	PF01287
17781	O14770	PF05920;PF16493
17782	P08397	PF01379;PF03900
17783	Q16819	PF00008;PF00629;PF01400
17784	Q6KB66	PF00038
17785	P25963	PF00023;PF12796
17786	Q8IZA0	
17787	P31785	PF09240
17788	Q9BYQ9	PF13885
17789	Q7Z3D4	PF01476
17790	Q107X0	
17791	Q3LI67	
17792	P0CJ69	PF15040
17793	Q9P0J7	PF00569;PF05605
17794	P78386	PF00038;PF16208
17795	Q96QV6	PF00125;PF16211
17796	P22460	PF00520;PF02214
17797	Q96KK5	PF00125;PF16211
17798	P0C0S8	PF00125;PF16211
17799	P56470	PF00337
17800	Q92953	PF00520;PF02214;PF03521
17801	P31943	PF00076;PF08080
17802	P48050	PF01007;PF17655
17803	Q9NPC2	PF07885
17804	B7ZW38	PF00076
17805	Q9H2S1	PF02888;PF03530;PF07885
17806	Q7Z418	PF07885
17807	Q8N4P6	PF13516
17808	Q5TCX8	PF07714;PF14604
17809	Q8N8Q1	PF03188
17810	Q5T1B0	PF10211
17811	Q07817	PF00452;PF02180
17812	Q7Z3E5	
17813	P10109	PF00111
17814	Q04656	PF00403
17815	Q9UQ88	PF00069
17816	P54284	PF00625;PF12052
17817	Q7Z7M1	PF00002;PF00354;PF01825
17818	Q9NY97	PF01762
17819	O95429	PF02179
17820	Q8NHS4	PF15739
17821	Q9H9Q2	PF01399;PF18392
17822	Q9NUS5	PF15001
17823	P56277	PF08991
17824	Q96DG6	PF01738
17825	Q9NRB3	PF03567
17826	Q9GZX3	PF00685
17827	Q8N1L4	PF00067
17828	Q96BY7	PF09333;PF12624
17829	Q8N118	PF00067
17830	Q8IYA6	PF15297
17831	Q16850	PF00067
17832	Q01955	PF01391;PF01413
17833	P20908	PF01391;PF01410
17834	Q9NQ89	PF10154
17835	Q96DT6	PF03416
17836	A6NMZ7	PF00092;PF01391
17837	Q32Q52	
17838	Q69YU5	PF14990
17839	Q2HXU8	PF00059;PF08391
17840	C9JDV5	
17841	P10643	PF00057;PF00084;PF00090;PF01823;PF18434
17842	A4D0V7	PF12733
17843	P16619	PF00048
17844	Q8N9Y4	PF15238
17845	Q8IUN9	PF00059
17846	Q9UHK6	PF02515
17847	Q9BXN2	PF00059
17848	Q96L46	
17849	Q9UKF6	PF00753;PF07521;PF10996;PF11718
17850	Q16630	PF00076
17851	Q6ZR85	PF17688
17852	Q96BA8	PF00170
17853	Q9BYF1	PF01401;PF16959
17854	Q5SQ80	PF12796;PF14915
17855	Q5XXA6	PF04547;PF16178
17856	Q9UKU7	PF00441;PF02770;PF02771
17857	Q32M45	PF04547;PF16178
17858	Q8NFG4	PF11704;PF16692
17859	Q8NEA9	PF00651
17860	P35575	PF01569
17861	Q5VZ89	PF02141;PF03455;PF03456
17862	Q9BT23	PF00412
17863	P38919	PF00270;PF00271
17864	A6NNB3	PF04505
17865	Q9UPT6	PF09744;PF16471
17866	P46013	PF00498;PF08065;PF15276
17867	Q14814	PF00319;PF12347
17868	O15063	PF15923
17869	Q70UQ0	
17870	P14778	PF01582;PF13895;PF18452
17871	Q701N2	PF13885
17872	Q10571	
17873	P09601	PF01126
17874	Q9NPA1	PF03185
17875	Q14721	PF00520;PF02214;PF03521
17876	Q8IUE6	PF00125;PF16211
17877	Q7L7L0	PF00125;PF16211
17878	Q9Y6H6	PF02060
17879	Q5VW32	PF03097
17880	A6NI56	PF15450
17881	Q9HD87	
17882	Q6V702	PF14713
17883	Q5T5S1	
17884	Q7Z6A9	PF00047
17885	P0C7T5	PF08517
17886	Q07021	PF02330
17887	O60359	PF00822
17888	Q9UKP5	PF00090;PF01421;PF01562;PF05986;PF08686;PF17771
17889	Q8NDY3	PF03747
17890	Q96Q27	PF07525;PF12796;PF13606
17891	Q5VU69	PF15104
17892	Q8WV93	PF03969
17893	O15169	PF00615;PF00778;PF08833;PF16646
17894	Q8NAE3	
17895	Q8NDD1	PF15375
17896	Q96MC9	
17897	Q5VTM2	PF01412
17898	P06127	PF00530
17899	Q8IZF4	PF00002;PF01825
17900	P51572	PF05529;PF18035
17901	P41240	PF00017;PF00018;PF07714
17902	Q9BXS5	PF00928
17903	P11802	PF00069
17904	P06493	PF00069
17905	Q9H078	PF07724;PF10431;PF12796
17906	P23946	PF00089
17907	Q9UM13	PF03256
17908	Q9Y2V2	PF00313
17909	F2Z3M2	
17910	Q9Y5I7	PF00822
17911	Q5VUR7	PF12796;PF14915
17912	Q01433	PF00962
17913	A6NL05	
17914	Q9UKV3	PF02037;PF16294
17915	Q6Q4G3	PF01433;PF11838
17916	O14757	PF00069
17917	Q96QF7	PF10263
17918	Q96HD1	PF07645;PF11938
17919	Q16570	
17920	Q8IUH2	
17921	Q66LE6	
17922	P21399	PF00330;PF00694
17923	Q53FZ2	PF00501;PF13193
17924	Q9NUZ1	PF00441;PF01756;PF02770
17925	Q8IVE0	
17926	P86434	
17927	P31937	PF03446;PF14833
17928	Q6UXH0	
17929	Q7Z5R6	PF00169;PF00788
17930	Q5VST6	PF12146
17931	O43827	PF00147
17932	Q8IV38	PF01753;PF12796
17933	Q96BM1	
17934	P31941	
17935	O14672	PF00200;PF01562
17936	Q9NR22	
17937	Q8WWZ4	PF00005
17938	Q8N9B4	PF12796
17939	Q9NUQ8	PF00005;PF12848
17940	Q9BR61	PF00887;PF12796
17941	P51452	PF00782
17942	Q86YD7	PF15288
17943	P0C5J1	PF10294;PF14904
17944	Q16829	PF00581;PF00782
17945	Q96BH3	PF00040
17946	Q9Y3I1	PF11566;PF12937
17947	Q16134	
17948	P55899	PF00129;PF07654
17949	Q9Y4L1	PF00012
17950	Q9BSH5	PF13419
17951	Q9Y287	PF04089
17952	P11226	PF00059;PF01391
17953	Q09328	PF15024;PF15027
17954	Q10469	PF05060
17955	P35475	PF01229
17956	P0CG04	PF07654
17957	Q9H2S9	PF00096
17958	Q9UHD0	PF00726
17959	Q5PSV4	PF08598
17960	P0C7I6	
17961	P24311	PF05392
17962	Q9H0W5	PF14893
17963	Q86Z23	PF00386
17964	O75973	PF00386;PF01391
17965	P51671	PF00048
17966	P11766	PF00107;PF08240
17967	Q6P575	PF02837
17968	Q9NRR3	PF00786
17969	Q9UBB4	PF09759
17970	O95376	PF01485
17971	P32238	PF00001;PF09193
17972	Q16589	PF00134
17973	P51946	PF00134;PF16899
17974	Q9NVT9	PF00514
17975	Q96BM9	PF00025
17976	Q96S94	PF00134;PF02984
17977	A6NJJ6	PF11771
17978	Q6UUV9	PF12884;PF12885;PF12886
17979	Q9Y5Z6	PF01762
17980	P12644	PF00019;PF00688
17981	P61803	PF02109
17982	Q0D2K5	
17983	Q6P5X5	PF11326
17984	P52797	PF00812
17985	Q5JVL4	PF06565
17986	P52799	PF00812
17987	Q96JE9	
17988	P35453	PF00046;PF12284
17989	Q96M11	PF15311
17990	P53990	PF03398
17991	Q9H008	PF13344
17992	Q14728	PF07690
17993	Q7Z7J7	PF10242
17994	Q6ZNC8	PF03062
17995	Q9GZV4	PF01287
17996	P56537	PF01912
17997	O43513	PF05983
17998	Q6UXB1	PF14653
17999	Q02078	PF00319;PF12347
18000	Q96LB3	
18001	Q8WWZ1	PF00340
18002	Q5VWK5	
18003	P0CF74	PF07654
18004	P30740	PF00079
18005	Q9H0C8	PF00481
18006	Q8N6Q8	PF13679
18007	Q9H8H3	PF08241
18008	Q13571	PF03821
18009	Q15751	PF00400;PF00415;PF00622;PF00632
18010	Q9UII4	PF00415;PF00632
18011	Q14469	PF00010;PF07527
18012	P23352	PF00041;PF00095;PF17869
18013	Q30201	PF00129;PF07654
18014	P31323	PF00027;PF02197
18015	Q9BPX6	PF13202
18016	Q53QV2	PF15317
18017	Q00266	PF00438;PF02772;PF02773
18018	P04196	PF00031
18019	A8K0S8	PF05920;PF16493
18020	Q8TD94	PF00096
18021	P35367	PF00001
18022	P18428	PF01273;PF02886
18023	Q9UIH9	PF00096
18024	Q13351	PF00096;PF16832;PF16833
18025	Q504T8	PF00240
18026	Q92794	PF00628;PF01853;PF17772
18027	P23083	PF07686
18028	L0R8F8	PF05347
18029	A0A0C4DH31	PF07686
18030	O43474	PF00096
18031	Q9Y383	PF03194
18032	P01782	PF07686
18033	A0A0C4DH32	PF07686
18034	Q6NSJ5	PF12534;PF13855
18035	P01768	PF07686
18036	O95232	PF03194
18037	Q9C099	PF12799
18038	P01763	PF07686
18039	A0A0A0MS15	PF07686
18040	A0A075B6Q5	PF07686
18041	P01767	PF07686
18042	A0A0B4J1Y9	PF07686
18043	Q86VQ0	PF15619
18044	O95600	PF00096
18045	P06331	PF07686
18046	Q8N344	PF00249;PF01448
18047	P01824	PF07686
18048	A0A0J9YXX1	PF07686
18049	P0DP08	PF07686
18050	P52895	PF00248
18051	Q17RW2	PF01391;PF01410;PF02210
18052	Q6NZI2	PF15237
18053	A6NDU8	PF17716
18054	P40199	PF07686;PF13895
18055	Q5VT06	PF01302;PF14309
18056	P18075	PF00019;PF00688
18057	O75936	PF02668;PF06155
18058	P51648	PF00171
18059	Q9H0E9	PF00439
18060	P24298	PF00155
18061	Q4G0S7	
18062	P83916	PF00385;PF01393
18063	A6NNP5	PF15372
18064	Q9UNA0	PF00090;PF01421;PF01562;PF05986;PF17771
18065	Q5VV63	PF00059;PF00431;PF01437;PF07974
18066	Q5T7M4	
18067	Q14865	PF01388
18068	Q9P218	PF00041;PF00092;PF01391
18069	Q8WTZ4	PF00194
18070	Q9BTV7	PF00134
18071	Q8WTW3	
18072	A0A0U1RR37	
18073	Q8TCZ2	PF12301
18074	Q9GZQ3	PF07258
18075	P08571	
18076	P55289	PF00028;PF01049
18077	Q9Y2W7	PF13499
18078	O00501	PF00822
18079	A6NJW9	PF07686
18080	Q9BRQ8	PF07992
18081	P0DP24	PF13499
18082	P35613	
18083	Q5VV42	PF00919;PF01938;PF04055
18084	Q92989	PF06807;PF16573;PF16575
18085	Q02930	PF00170
18086	Q5JWF8	PF00022
18087	P53396	PF00285;PF00549;PF02629;PF16114
18088	P0C7M7	PF00501;PF13193
18089	Q9BXX2	PF12796;PF14915
18090	Q9H6R3	PF00501;PF13193;PF16177
18091	Q9H7C9	PF04430
18092	Q99798	PF00330;PF00694
18093	Q4W5N1	PF00005
18094	Q9HCE9	PF04547
18095	Q8IZP0	PF00018;PF07815
18096	A6NC57	PF14915
18097	Q9H222	PF00005;PF01061
18098	P28288	PF00005;PF06472
18099	P28039	PF00657;PF03489
18100	O75106	PF01179;PF02727;PF02728
18101	Q9NPF8	PF00169;PF01412
18102	P07355	PF00191
18103	P08910	PF00561
18104	P21333	PF00307;PF00630
18105	Q9UGQ2	PF10233
18106	Q96D03	PF07809
18107	Q68DC2	PF00536;PF12796
18108	A6NNH2	PF15288
18109	Q9NYF3	PF15242
18110	E5RQL4	PF07837
18111	Q8TCE6	
18112	Q12947	PF00250
18113	Q30KP8	PF17333
18114	O14793	PF00019;PF00688
18115	P19419	PF00178
18116	O00748	PF00135
18117	Q10586	PF07716
18118	O95876	PF11768
18119	Q9UKA2	PF00646
18120	Q9NR20	PF00069
18121	P0CG13	PF09696
18122	Q9BV94	PF01532
18123	O75530	PF00400
18124	Q6PD62	PF13181
18125	Q6ZN03	
18126	Q7Z388	PF10034
18127	Q13217	PF00226;PF09976;PF13181
18128	Q13619	PF00888;PF10557
18129	Q13620	PF00888;PF10557
18130	Q8N4Y2	
18131	Q9HCG8	PF02847
18132	Q8NDI1	PF00307;PF10358;PF12130
18133	Q14129	PF07324
18134	Q969M2	PF00029
18135	P00167	PF00173
18136	Q9UPY8	PF00307;PF03271
18137	Q9P0N8	PF12906
18138	Q8TCQ1	PF12906
18139	Q5T0T0	PF12906
18140	A6NNE9	PF12906
18141	Q92839	
18142	Q96L34	PF00069;PF00627;PF02149
18143	P05198	PF00575;PF07541
18144	P0CW23	PF10470
18145	Q8N960	PF00168;PF12416
18146	Q8NFQ6	PF01273;PF02886
18147	O60308	
18148	Q60I27	PF02204;PF02493
18149	Q8NEM8	PF00246;PF18027
18150	Q96M89	
18151	A6NI87	PF14645
18152	Q8WZ55	PF15462
18153	Q96G28	PF11527
18154	Q6P4E1	
18155	P41223	PF01125
18156	Q92851	PF01335
18157	Q96N11	PF14964
18158	Q8TDX6	PF05679
18159	O60826	PF05667
18160	E5RJ46	
18161	P36575	PF00339;PF02752
18162	P0DMB2	
18163	Q8TC90	PF15482
18164	Q567U6	PF09762
18165	Q9BXJ5	PF00386;PF01391
18166	Q96IX5	PF14960
18167	P13236	PF00048
18168	Q9Y4X5	PF01485
18169	Q8TE56	PF00090;PF01421;PF01562;PF05986;PF17771
18170	Q9Y426	PF00168;PF18696
18171	Q8N3C0	PF00270;PF00271;PF02889
18172	Q8IVW6	PF01388
18173	P30279	PF00134;PF02984
18174	C9JSJ3	PF00010;PF00505
18175	Q6PIY5	PF17741
18176	Q9HD36	PF00452
18177	Q8N1D5	
18178	O94886	PF02714;PF13967;PF14703
18179	P09693	PF02189;PF16680
18180	Q8WXG9	PF00002;PF03160;PF03736
18181	Q9HBT6	PF00028;PF01049
18182	P31150	PF00996
18183	Q9C0G6	PF03028;PF08393;PF12774;PF12777;PF12780;PF12781;PF17852;PF17857;PF18198;PF18199
18184	P14324	PF00348
18185	Q05BV3	PF00400;PF03451;PF12894
18186	Q8NEZ5	PF00646;PF10442
18187	Q9Y297	PF00400;PF12125;PF12937
18188	Q86XK2	PF02207;PF05048;PF12937;PF13229
18189	P25090	PF00001
18190	Q8NI29	PF00646;PF04300
18191	Q9HCC8	PF03009
18192	Q9Y4B6	
18193	P12314	PF00047;PF13895
18194	Q9Y2L6	PF00373;PF09379;PF09380;PF11819
18195	P50402	PF03020
18196	Q9HCS5	PF00373;PF08736;PF09379;PF09380
18197	Q9Y324	PF04900
18198	A8MZA4	
18199	Q8TEQ6	PF00400;PF12894
18200	Q902F8	PF00517;PF13804
18201	O75420	PF02213
18202	Q8N104	PF13841
18203	Q06265	PF01138;PF03725
18204	O43826	PF07690
18205	Q9NS71	PF04089
18206	Q5VSY0	
18207	Q86XP6	PF04089
18208	P50150	PF00631
18209	Q92915	PF00167
18210	O75879	PF02637;PF02934
18211	Q9UKR5	PF03694
18212	Q9BQA9	PF15169
18213	A0A1B0GTU2	PF11057
18214	Q86YJ5	PF12906
18215	P58512	
18216	Q8TCZ7	
18217	A8MPP1	PF06733;PF13307
18218	P25686	PF00226
18219	Q8WXX5	PF00226
18220	Q9H467	PF02845
18221	A8MZ26	
18222	Q14999	PF00888;PF03256;PF11515
18223	P08174	PF00084
18224	P14854	PF02297
18225	P49682	PF00001
18226	O43169	PF00173
18227	Q9P2E8	PF12906
18228	Q9H992	PF12906
18229	Q12794	PF01630
18230	Q9H825	PF13649
18231	Q2M3T9	PF01630
18232	Q8TCB7	PF08242
18233	P27448	PF00069;PF00627;PF02149
18234	Q9H1A3	PF05219
18235	Q86SQ4	PF00002;PF00354;PF00431;PF01825
18236	A0A1B0GUS0	
18237	Q6RUI8	PF17687
18238	Q96JK2	PF00400
18239	Q96LA6	PF13895;PF17736
18240	Q6P158	PF00270;PF00271;PF04408;PF05773;PF07717;PF18044
18241	Q6ZMI3	PF01391;PF02191
18242	Q9H0R5	PF02263;PF02841
18243	P31644	PF02931;PF02932
18244	Q9Y3R5	PF04118
18245	Q9NYP3	
18246	Q9UBX3	PF00153
18247	P34059	PF00884
18248	Q5UAW9	PF00002
18249	Q0P6D2	PF12260;PF14875
18250	Q9UJ42	
18251	Q9H7Y0	PF12260
18252	Q8TDT2	PF00001
18253	Q8TE85	PF04516
18254	O14626	PF00001
18255	P63211	PF00631
18256	B3EWF7	
18257	Q9P265	PF00501;PF06464
18258	Q9BVM2	PF14913
18259	Q9Y2E4	PF00501;PF06464
18260	P07902	PF01087;PF02744
18261	Q9NY28	PF00535;PF00652
18262	Q04446	PF00128;PF02806;PF02922
18263	Q13003	PF00060;PF01094;PF10613
18264	Q8IWT3	PF00888;PF01485;PF03256;PF11515
18265	P16422	PF00086;PF18635
18266	P30793	PF01227
18267	Q6ZVF9	PF15235
18268	O60318	PF03399;PF16766;PF16768;PF16769
18269	P32298	PF00069;PF00615
18270	P29320	PF00041;PF01404;PF07647;PF07699;PF07714;PF14575
18271	Q8IUY3	PF02893
18272	Q9NY12	PF04410
18273	Q9HC44	PF15337
18274	O95267	PF00130;PF00617;PF00618
18275	P09341	PF00048
18276	Q9P2X0	PF08285
18277	P78333	PF01153
18278	Q9NVH1	PF00226;PF11875
18279	Q8N335	PF01210;PF07479
18280	Q6ZNI0	PF02485
18281	Q7L775	
18282	P15976	PF00320
18283	P18146	PF00096;PF11914;PF11928
18284	Q9UBT3	PF04706;PF06607
18285	P04150	PF00104;PF00105;PF02155
18286	P11161	PF00096;PF11928
18287	Q9BZE0	PF00096
18288	O76075	PF02017;PF09230
18289	O00548	PF00008;PF01414;PF07657;PF12661
18290	P23434	PF01597
18291	Q9NP97	PF03259
18292	Q9NR61	PF00008;PF01414;PF07657
18293	Q15303	PF00757;PF01030;PF07714;PF14843
18294	A6NN92	PF00029
18295	Q9UI46	PF00400
18296	O43248	PF00046;PF12045
18297	Q14117	PF01979
18298	Q14195	PF01979
18299	Q12882	PF01180;PF07992;PF14691
18300	P79483	PF00969;PF07654
18301	P21728	PF00001
18302	O95995	PF13851
18303	Q8IX94	
18304	P00156	PF00032;PF00033
18305	P13639	PF00009;PF00679;PF03144;PF03764;PF14492
18306	Q86UP6	PF00100;PF00431
18307	Q8N3D4	PF00307;PF10358;PF12130
18308	Q6PEY0	PF00029
18309	A6NEN9	PF15874
18310	Q92506	
18311	Q16655	PF14991
18312	P19367	PF00349;PF03727
18313	P18564	PF00362;PF07965;PF07974;PF08725;PF17205;PF18372
18314	Q96F46	PF08357;PF16556
18315	P42679	PF00017;PF00018;PF07714
18316	Q6UY18	PF07679;PF13855
18317	Q8N9M1	PF17740
18318	Q8WXC6	PF15004
18319	Q8N4T4	PF00621
18320	P22003	PF00019;PF00688
18321	Q9HD42	PF03357
18322	P30679	PF00503
18323	Q5JWF2	PF00503
18324	O75822	PF08597
18325	Q92904	PF00076
18326	P15090	PF00061
18327	Q8TE68	PF00018;PF08416;PF18016
18328	Q9UFH2	PF03028;PF08385;PF08393;PF12774;PF12777;PF12780;PF12781;PF17852;PF17857;PF18198;PF18199
18329	P52306	PF00514
18330	Q9NRM1	PF15362
18331	P06734	PF00059
18332	P50549	PF00178;PF04621
18333	Q96P31	PF00047;PF13895
18334	P0CL81	PF05831
18335	Q2M3D2	PF06046
18336	A6NI86	PF15070
18337	Q5CZC0	PF15783
18338	Q01780	PF00570;PF01612;PF08066
18339	Q8TED1	PF00255
18340	A6NDN3	PF15070
18341	H3BSY2	PF15070
18342	Q92913	PF00167
18343	Q2TAP0	PF10256
18344	P63130	PF00098;PF00607;PF02337
18345	Q01459	PF00704
18346	Q7L591	PF02174
18347	P52951	PF00046
18348	Q01415	PF00288;PF08544;PF10509
18349	Q9NPR9	PF06814
18350	P51570	PF00288;PF08544;PF10509
18351	Q9UPY3	PF00271;PF00636;PF02170;PF03368;PF04851
18352	Q10471	PF00535;PF00652
18353	A0A0U1RQF7	
18354	Q7Z601	PF00001
18355	Q10472	PF00535;PF00652
18356	Q9NPA8	PF10163
18357	P48058	PF00060;PF01094;PF10613
18358	P42262	PF00060;PF01094;PF10613
18359	Q9HCL2	PF01553
18360	Q53EU6	PF01553
18361	P54753	PF00041;PF00536;PF01404;PF07699;PF07714;PF14575
18362	Q9H6B9	PF12697
18363	Q99645	PF13855
18364	Q5T890	PF00176;PF00271;PF14773
18365	Q9Y2H0	PF03359
18366	P56282	PF04042;PF12213
18367	Q9NRJ2	
18368	P06746	PF10391;PF14716;PF14791;PF14792
18369	Q5JQS6	PF15666
18370	P28715	PF00752;PF00867
18371	P24390	PF00810
18372	O43927	PF00048
18373	O76062	PF01222
18374	A6NFQ7	PF00046
18375	Q86X53	
18376	Q96SC8	PF00751;PF03474
18377	Q5RHP9	PF15257
18378	Q8N907	PF03045
18379	Q6UX65	PF10277
18380	P21918	PF00001
18381	Q9H095	PF00612
18382	Q14156	
18383	Q96AZ1	PF10294
18384	Q4G0P3	PF15780;PF17213
18385	Q08334	PF01108;PF09294
18386	Q7Z4I7	PF00412
18387	Q9NUK0	PF00642
18388	Q8TDD5	PF08016
18389	O43432	PF02020;PF02847;PF02854
18390	Q8IZI9	PF15177
18391	P0DOX3	PF00047;PF07654;PF07686
18392	Q13257	PF02301
18393	P55286	PF00028;PF01049
18394	P04899	PF00503
18395	P15586	PF00884
18396	Q9BYW3	PF13841
18397	Q9NZJ5	PF00069
18398	Q9H9T3	PF00583;PF04055;PF16199
18399	Q9BQI3	PF00069
18400	Q9GZZ7	PF02351
18401	P41161	PF00178;PF04621
18402	O00341	PF00375
18403	Q7Z6J4	PF00169;PF00621;PF01363
18404	O00429	PF00350;PF01031;PF02212
18405	O00115	PF03265
18406	P28676	
18407	Q9H6R0	PF00270;PF00271;PF04408;PF07717
18408	Q9Y4D1	PF02181;PF06367;PF06371
18409	O60262	PF00631
18410	Q9GZV9	PF00167
18411	Q5JWR5	PF04118
18412	Q99928	PF02931;PF02932
18413	Q14376	PF16363
18414	P18507	PF02931;PF02932
18415	P54803	PF02057;PF17387
18416	Q9UKG1	PF00169;PF00640
18417	Q14549	PF00046
18418	Q8NGU9	PF00001
18419	Q9UNQ2	PF00398
18420	Q9NS66	PF00001
18421	P42263	PF00060;PF01094;PF10613
18422	Q92608	PF06920;PF14429;PF16172
18423	Q86SF2	PF00535;PF00652
18424	P07359	PF01462;PF13855
18425	Q9HCQ5	PF00535;PF00652
18426	O43424	PF00060;PF01094;PF10613
18427	Q9H2F5	PF06752;PF10513
18428	Q15835	PF00069;PF00615
18429	Q9H2C0	PF00651;PF01344;PF07707
18430	P29317	PF00041;PF00536;PF01404;PF07714;PF14575
18431	Q96HH9	PF02893
18432	Q15375	PF00041;PF00536;PF01404;PF07699;PF07714;PF14575
18433	P29322	PF00041;PF00536;PF01404;PF07714;PF14575
18434	Q14416	PF00003;PF01094;PF07562
18435	Q9P2K9	PF02460
18436	O95872	PF01585
18437	Q9H2P9	PF00590
18438	O43292	PF04114
18439	Q14831	PF00003;PF01094;PF07562
18440	Q155Q3	PF00307;PF00778
18441	P54826	PF02351
18442	Q9H1X3	PF00226
18443	Q9BSJ2	PF04130;PF17681
18444	Q96CW5	PF04130;PF17681
18445	Q92908	PF00320;PF05349
18446	Q9P013	PF04889
18447	Q14565	PF08423
18448	Q6ZS02	
18449	Q9Y282	PF07970;PF13850
18450	P16410	PF07686
18451	Q9NR50	PF00483
18452	Q6ZPD8	PF03982
18453	P49448	PF00208;PF02812
18454	Q53GQ0	PF00106
18455	P37058	PF00106
18456	Q9NQX7	PF04089
18457	P32942	PF03921
18458	Q96A46	PF00153
18459	P01889	PF00129;PF06623;PF07654
18460	Q86WN2	PF00143
18461	Q8WYK2	PF00170
18462	Q9H665	
18463	Q9NWB7	PF10498
18464	Q9NWT6	PF13621
18465	Q9H2X6	PF00069
18466	Q9H422	PF00069
18467	Q04695	PF00038
18468	Q9ULC4	PF01472;PF17832
18469	Q8TAD2	PF06083
18470	Q8N187	PF15299
18471	Q17RM4	PF14923
18472	Q9Y672	PF03155
18473	Q8IUF1	PF02492;PF07683
18474	O95931	PF00385;PF17218
18475	Q8N319	PF17704
18476	Q14201	PF07742
18477	P55773	PF00048
18478	P80075	PF00048
18479	Q96G01	PF09730
18480	P08236	PF00703;PF02836;PF02837
18481	Q9BV19	PF10504
18482	Q9H2P0	PF00046
18483	P55197	
18484	Q9NP86	PF13499
18485	D6RIA3	PF15232
18486	Q5H9R4	PF04826
